"country","iso3c","year","gdp_pc_ppp"
"Antigua and Barbuda","ATG","2015","20985.4388292177"
"Argentina","ARG","2024","30431.1931223693"
"Argentina","ARG","2023","30221.4976888753"
"Argentina","ARG","2022","29808.8073468007"
"Argentina","ARG","2021","26300.274261175"
"Argentina","ARG","2020","22393.3479575353"
"Argentina","ARG","2019","23516.8261980886"
"Argentina","ARG","2018","24410.3919063335"
"Argentina","ARG","2017","23385.0740904917"
"Argentina","ARG","2016","20105.761359796"
"Argentina","ARG","2015","19899.1499275245"
"Armenia","ARM","2024","22823.1795255693"
"Armenia","ARM","2023","21534.030536117"
"Armenia","ARM","2022","19161.3700514189"
"Armenia","ARM","2021","15921.705281964"
"Armenia","ARM","2020","14706.3173043422"
"Armenia","ARM","2019","14975.7539538157"
"Armenia","ARM","2018","12877.4937543553"
"Armenia","ARM","2017","12066.0043093819"
"Armenia","ARM","2016","10570.2720413936"
"Armenia","ARM","2015","9756.84084836026"
"Aruba","ABW","2024","50649.3015232212"
"Aruba","ABW","2023","46574.3574197653"
"Aruba","ABW","2022","41758.8957566544"
"Aruba","ABW","2021","35104.7868035374"
"Aruba","ABW","2020","28854.5972997864"
"Aruba","ABW","2019","38543.9072936041"
"Aruba","ABW","2018","39287.0597126122"
"Aruba","ABW","2017","37524.9149203557"
"Aruba","ABW","2016","36117.5352619835"
"Aruba","ABW","2015","35972.8596619304"
"Australia","AUS","2024","72111.1844628126"
"Australia","AUS","2023","72272.7092136683"
"Australia","AUS","2022","66103.1797066957"
"Australia","AUS","2021","58327.4146842325"
"Australia","AUS","2020","54184.1614486854"
"Australia","AUS","2019","52885.8313816377"
"Australia","AUS","2018","50371.233830782"
"Australia","AUS","2017","48564.8286592372"
"Australia","AUS","2016","47446.2103030951"
"Australia","AUS","2015","46464.5867627929"
"Austria","AUT","2024","73911.439663136"
"Austria","AUT","2023","73544.6567230487"
"Austria","AUT","2022","72065.4974270106"
"Austria","AUT","2021","62968.9422311892"
"Austria","AUT","2020","58523.0337816246"
"Austria","AUT","2019","60354.9279422121"
"Austria","AUT","2018","56636.4953030542"
"Austria","AUT","2017","53869.8321183556"
"Austria","AUT","2016","52397.8635176674"
"Austria","AUT","2015","49549.3162311441"
"Azerbaijan","AZE","2024","25088.9993757134"
"Azerbaijan","AZE","2023","23651.5994852756"
"Azerbaijan","AZE","2022","22552.0886560523"
"Azerbaijan","AZE","2021","20111.3756952109"
"Azerbaijan","AZE","2020","15163.5703327282"
"Azerbaijan","AZE","2019","16675.3179361558"
"Azerbaijan","AZE","2018","15282.9995232298"
"Azerbaijan","AZE","2017","14315.9296431061"
"Azerbaijan","AZE","2016","14535.8020210633"
"Azerbaijan","AZE","2015","15075.2726347911"
"Bahamas, The","BHS","2024","41197.9342548477"
"Bahamas, The","BHS","2023","39090.1214737976"
"Bahamas, The","BHS","2022","36791.4010460964"
"Bahamas, The","BHS","2021","31064.6822166194"
"Bahamas, The","BHS","2020","27204.625909518"
"Bahamas, The","BHS","2019","36116.0002025353"
"Bahamas, The","BHS","2018","35227.7619063243"
"Bahamas, The","BHS","2017","34282.1710357791"
"Bahamas, The","BHS","2016","32285.2760366069"
"Bahamas, The","BHS","2015","32137.5784729905"
"Bahrain","BHR","2024","66941.2430367989"
"Bahrain","BHR","2023","64171.0857359052"
"Bahrain","BHR","2022","61677.6538492695"
"Bahrain","BHR","2021","54954.6757895532"
"Bahrain","BHR","2020","53436.0316999712"
"Bahrain","BHR","2019","56599.5214364411"
"Bahrain","BHR","2018","51993.1307818652"
"Bahrain","BHR","2017","50184.5005767301"
"Bahrain","BHR","2016","47428.9018907649"
"Bahrain","BHR","2015","48034.2468880503"
"Bangladesh","BGD","2024","9646.76984383255"
"Bangladesh","BGD","2023","9147.7775066555"
"Bangladesh","BGD","2022","8450.54902533941"
"Bangladesh","BGD","2021","7441.06913961254"
"Bangladesh","BGD","2020","6640.58437331062"
"Bangladesh","BGD","2019","6047.12401504125"
"Bangladesh","BGD","2018","5490.15881865179"
"Bangladesh","BGD","2017","4882.60692615639"
"Bangladesh","BGD","2016","4579.13228682862"
"Bangladesh","BGD","2015","4212.23578089428"
"Barbados","BRB","2024","24822.5343309908"
"Barbados","BRB","2023","23660.4047512929"
"Barbados","BRB","2022","22193.2487125789"
"Barbados","BRB","2021","17682.7314537483"
"Barbados","BRB","2020","16555.3622145235"
"Barbados","BRB","2019","19971.1185698717"
"Barbados","BRB","2018","19777.0593234662"
"Barbados","BRB","2017","18436.8050803186"
"Barbados","BRB","2016","19175.570190422"
"Barbados","BRB","2015","19185.5186407924"
"Belarus","BLR","2024","33010.3307605357"
"Belarus","BLR","2023","30834.1773668111"
"Belarus","BLR","2022","28429.4948821827"
"Belarus","BLR","2021","27611.1801135157"
"Belarus","BLR","2020","24872.3066744528"
"Belarus","BLR","2019","22301.5932411839"
"Belarus","BLR","2018","20025.9815543598"
"Belarus","BLR","2017","18413.747563367"
"Belarus","BLR","2016","17832.4778855815"
"Belarus","BLR","2015","18133.5313085883"
"Belgium","BEL","2024","73514.4831045258"
"Belgium","BEL","2023","71946.1447190292"
"Belgium","BEL","2022","69128.1388883843"
"Belgium","BEL","2021","60669.2137746531"
"Belgium","BEL","2020","56120.0958420466"
"Belgium","BEL","2019","56712.469571978"
"Belgium","BEL","2018","52466.7330784599"
"Belgium","BEL","2017","50256.0631772784"
"Belgium","BEL","2016","48414.5518065681"
"Belgium","BEL","2015","46071.914889496"
"Belize","BLZ","2024","14346.5188049737"
"Belize","BLZ","2023","13729.892058721"
"Belize","BLZ","2022","13461.2098451613"
"Belize","BLZ","2021","11716.3267818656"
"Belize","BLZ","2020","9638.89513695889"
"Belize","BLZ","2019","10499.962073199"
"Belize","BLZ","2018","9497.23480443418"
"Belize","BLZ","2017","9120.65338346029"
"Belize","BLZ","2016","9399.03567052789"
"Belize","BLZ","2015","9538.38691146009"
"Benin","BEN","2024","4434.5642184028"
"Benin","BEN","2023","4129.9661200142"
"Benin","BEN","2022","3844.15415745816"
"Benin","BEN","2021","3464.2886286745"
"Benin","BEN","2020","3244.58772756805"
"Benin","BEN","2019","3148.97969597838"
"Benin","BEN","2018","2965.30628143664"
"Benin","BEN","2017","2885.89383987721"
"Benin","BEN","2016","2842.0246258376"
"Benin","BEN","2015","2725.33724817144"
"Bermuda","BMU","2024","124252.835702586"
"Bermuda","BMU","2023","114372.049927372"
"Bermuda","BMU","2022","105142.409967183"
"Bermuda","BMU","2021","92319.6714861219"
"Bermuda","BMU","2020","85146.4006275696"
"Bermuda","BMU","2019","90984.4576708318"
"Bermuda","BMU","2018","85978.2177227009"
"Bermuda","BMU","2017","85680.9701917217"
"Bermuda","BMU","2016","80412.1834895484"
"Bermuda","BMU","2015","75943.4642970922"
"Bhutan","BTN","2023","16215.1520073153"
"Bhutan","BTN","2022","15063.8105763072"
"Bhutan","BTN","2021","13458.812666743"
"Bhutan","BTN","2020","12475.048003428"
"Bhutan","BTN","2019","12909.1009840399"
"Bhutan","BTN","2018","11969.5615003305"
"Bhutan","BTN","2017","11677.4142659974"
"Bhutan","BTN","2016","11273.2823807676"
"Bhutan","BTN","2015","10213.8139608922"
"Bolivia","BOL","2024","12877.6351184372"
"Bolivia","BOL","2023","12892.1249578777"
"Bolivia","BOL","2022","12306.7293128695"
"Bolivia","BOL","2021","11202.4409836707"
"Bolivia","BOL","2020","9580.98962081658"
"Bolivia","BOL","2019","11005.3541169156"
"Bolivia","BOL","2018","10758.4075594003"
"Bolivia","BOL","2017","10420.3923250933"
"Bolivia","BOL","2016","9242.02728323599"
"Bolivia","BOL","2015","8757.31777115406"
"Bosnia and Herzegovina","BIH","2024","25043.0886396127"
"Bosnia and Herzegovina","BIH","2023","23376.2227477141"
"Bosnia and Herzegovina","BIH","2022","21651.2952374862"
"Bosnia and Herzegovina","BIH","2021","18286.7373324233"
"Bosnia and Herzegovina","BIH","2020","16369.9353197836"
"Bosnia and Herzegovina","BIH","2019","16428.8136580107"
"Bosnia and Herzegovina","BIH","2018","14858.5590469909"
"Bosnia and Herzegovina","BIH","2017","13627.0944831749"
"Bosnia and Herzegovina","BIH","2016","12899.3962262974"
"Bosnia and Herzegovina","BIH","2015","11845.4522958172"
"Botswana","BWA","2024","20538.1320178889"
"Botswana","BWA","2023","21012.10319925"
"Botswana","BWA","2022","19976.8343794474"
"Botswana","BWA","2021","17960.6254447437"
"Botswana","BWA","2020","15292.2624673252"
"Botswana","BWA","2019","15960.0156143903"
"Botswana","BWA","2018","15785.819633781"
"Botswana","BWA","2017","15700.6650479641"
"Botswana","BWA","2016","16228.1231235664"
"Botswana","BWA","2015","14143.6940733728"
"Brazil","BRA","2024","22338.4765640635"
"Brazil","BRA","2023","21175.6186988214"
"Brazil","BRA","2022","19876.8533531396"
"Brazil","BRA","2021","18075.7060048757"
"Brazil","BRA","2020","16101.6183062954"
"Brazil","BRA","2019","16069.838015161"
"Brazil","BRA","2018","15463.7426393743"
"Brazil","BRA","2017","14559.0488897884"
"Brazil","BRA","2016","14309.2061488342"
"Brazil","BRA","2015","14821.4383175183"
"Brunei Darussalam","BRN","2024","89879.3614980758"
"Brunei Darussalam","BRN","2023","85032.6008741995"
"Brunei Darussalam","BRN","2022","81801.7459224403"
"Brunei Darussalam","BRN","2021","78248.797127611"
"Brunei Darussalam","BRN","2020","69787.9632795717"
"Brunei Darussalam","BRN","2019","69353.6799514849"
"Brunei Darussalam","BRN","2018","65148.8264035521"
"Brunei Darussalam","BRN","2017","61657.6802725444"
"Brunei Darussalam","BRN","2016","56679.5185221407"
"Brunei Darussalam","BRN","2015","62707.8264437741"
"Bulgaria","BGR","2024","41969.4515718999"
"Bulgaria","BGR","2023","38829.1913208102"
"Bulgaria","BGR","2022","36320.1422295192"
"Bulgaria","BGR","2021","30959.1118459807"
"Bulgaria","BGR","2020","27351.8607448601"
"Bulgaria","BGR","2019","26765.7192049867"
"Bulgaria","BGR","2018","23997.6876896184"
"Bulgaria","BGR","2017","22317.2548948063"
"Bulgaria","BGR","2016","20745.8472094399"
"Bulgaria","BGR","2015","18896.102861651"
"Burkina Faso","BFA","2024","2895.89152033665"
"Burkina Faso","BFA","2023","2759.30205484605"
"Burkina Faso","BFA","2022","2645.24067996611"
"Burkina Faso","BFA","2021","2486.43093147762"
"Burkina Faso","BFA","2020","2380.72282781802"
"Burkina Faso","BFA","2019","2232.16282016585"
"Burkina Faso","BFA","2018","2073.3235382155"
"Burkina Faso","BFA","2017","2042.40295259917"
"Burkina Faso","BFA","2016","1881.75893134407"
"Burkina Faso","BFA","2015","1691.57935387408"
"Burundi","BDI","2024","1194.94681370387"
"Burundi","BDI","2023","1149.98405842389"
"Burundi","BDI","2022","1104.77718764878"
"Burundi","BDI","2021","1035.53857384938"
"Burundi","BDI","2020","958.135599490084"
"Burundi","BDI","2019","868.423731660834"
"Burundi","BDI","2018","823.013102241659"
"Burundi","BDI","2017","791.393494929898"
"Burundi","BDI","2016","764.282221636916"
"Burundi","BDI","2015","722.032898379933"
"Cabo Verde","CPV","2024","11195.1205312923"
"Cabo Verde","CPV","2023","10242.1532011212"
"Cabo Verde","CPV","2022","9481.07335405605"
"Cabo Verde","CPV","2021","7685.41921393669"
"Cabo Verde","CPV","2020","6852.57669930355"
"Cabo Verde","CPV","2019","8645.75646859343"
"Cabo Verde","CPV","2018","7916.42115326174"
"Cabo Verde","CPV","2017","7935.76176281072"
"Cabo Verde","CPV","2016","7350.75358726727"
"Cabo Verde","CPV","2015","6773.48679969386"
"Cambodia","KHM","2024","7966.87352428705"
"Cambodia","KHM","2023","7430.73085709837"
"Cambodia","KHM","2022","6918.81626947213"
"Cambodia","KHM","2021","6225.53265474741"
"Cambodia","KHM","2020","5942.45380373929"
"Cambodia","KHM","2019","6153.99439528427"
"Cambodia","KHM","2018","5616.98087023303"
"Cambodia","KHM","2017","5050.06356615113"
"Cambodia","KHM","2016","4748.12428521528"
"Cambodia","KHM","2015","4433.64393500572"
"Cameroon","CMR","2024","5588.98645861945"
"Cameroon","CMR","2023","5410.76921937642"
"Cameroon","CMR","2022","5188.97750866081"
"Cameroon","CMR","2021","4793.55628200196"
"Cameroon","CMR","2020","4365.44704128392"
"Cameroon","CMR","2019","4241.11174920592"
"Cameroon","CMR","2018","4010.76360069526"
"Cameroon","CMR","2017","3767.43072883824"
"Cameroon","CMR","2016","3626.99932028578"
"Cameroon","CMR","2015","3497.66067563959"
"Canada","CAN","2024","64610.3795171971"
"Canada","CAN","2023","64219.3173928637"
"Canada","CAN","2022","63944.1050100687"
"Canada","CAN","2021","56995.1176781351"
"Canada","CAN","2020","48590.6832121939"
"Canada","CAN","2019","50498.9731057448"
"Canada","CAN","2018","49982.5999118346"
"Canada","CAN","2017","48317.3874457163"
"Canada","CAN","2016","46470.6466391109"
"Canada","CAN","2015","44668.0912814303"
"Cayman Islands","CYM","2023","88427.7866712691"
"Cayman Islands","CYM","2022","82295.5820704782"
"Cayman Islands","CYM","2021","74160.4914000191"
"Cayman Islands","CYM","2020","66118.6540859028"
"Cayman Islands","CYM","2019","72697.3671881501"
"Cayman Islands","CYM","2018","71811.8924961984"
"Cayman Islands","CYM","2017","68017.6756755602"
"Cayman Islands","CYM","2016","65680.0743282085"
"Cayman Islands","CYM","2015","64009.3171045464"
"Central African Republic","CAF","2024","1263.10234213699"
"Central African Republic","CAF","2023","1257.09435717114"
"Central African Republic","CAF","2022","1217.84977141155"
"Central African Republic","CAF","2021","1128.55237996459"
"Central African Republic","CAF","2020","1066.29005423151"
"Central African Republic","CAF","2019","984.843183678857"
"Central African Republic","CAF","2018","905.817788941094"
"Central African Republic","CAF","2017","883.810734876066"
"Central African Republic","CAF","2016","826.013301383169"
"Central African Republic","CAF","2015","768.870887999174"
"Chad","TCD","2024","2742.65952183613"
"Chad","TCD","2023","2700.36055335878"
"Chad","TCD","2022","2624.11789713994"
"Chad","TCD","2021","2435.07274651099"
"Chad","TCD","2020","2185.99034173537"
"Chad","TCD","2019","2351.65339767739"
"Chad","TCD","2018","2227.81335372611"
"Chad","TCD","2017","2097.14425483604"
"Chad","TCD","2016","2120.08751553857"
"Chad","TCD","2015","2377.51137185751"
"Chile","CHL","2024","36181.156616977"
"Chile","CHL","2023","33145.403552025"
"Chile","CHL","2022","30932.0010873677"
"Chile","CHL","2021","29089.850459728"
"Chile","CHL","2020","25350.8635082972"
"Chile","CHL","2019","25611.7578269458"
"Chile","CHL","2018","25305.0903462611"
"Chile","CHL","2017","24295.223766602"
"Chile","CHL","2016","23256.5036042211"
"Chile","CHL","2015","22468.3125745547"
"China","CHN","2024","27104.8702677463"
"China","CHN","2023","25179.1193066383"
"China","CHN","2022","23032.1766271143"
"China","CHN","2021","20843.2978347377"
"China","CHN","2020","18267.4783455827"
"China","CHN","2019","17600.8907568493"
"China","CHN","2018","16298.2050619109"
"China","CHN","2017","15022.4371883124"
"China","CHN","2016","14157.2514988004"
"China","CHN","2015","13463.3331511105"
"Colombia","COL","2024","22349.436440123"
"Colombia","COL","2023","21246.3762695201"
"Colombia","COL","2022","20854.002999162"
"Colombia","COL","2021","17383.0901728295"
"Colombia","COL","2020","15519.2101694656"
"Colombia","COL","2019","16181.5908990662"
"Colombia","COL","2018","15239.4049488277"
"Colombia","COL","2017","14400.6139849314"
"Colombia","COL","2016","14026.8399931053"
"Colombia","COL","2015","13332.0555048211"
"Comoros","COM","2024","3958.53228789687"
"Comoros","COM","2023","3811.65084882413"
"Comoros","COM","2022","3641.62920390353"
"Comoros","COM","2021","3377.88518482587"
"Comoros","COM","2020","3244.8867496847"
"Comoros","COM","2019","3293.05601748495"
"Comoros","COM","2018","3276.00936695332"
"Comoros","COM","2017","3347.45652997484"
"Comoros","COM","2016","3139.05160740465"
"Comoros","COM","2015","2949.47342240993"
"Congo, Dem. Rep.","COD","2024","1821.04868718058"
"Congo, Dem. Rep.","COD","2023","1730.62228877694"
"Congo, Dem. Rep.","COD","2022","1590.16404219556"
"Congo, Dem. Rep.","COD","2021","1402.38560295221"
"Congo, Dem. Rep.","COD","2020","1088.7890035637"
"Congo, Dem. Rep.","COD","2019","1056.17206659241"
"Congo, Dem. Rep.","COD","2018","1048.86502855672"
"Congo, Dem. Rep.","COD","2017","990.545051394781"
"Congo, Dem. Rep.","COD","2016","950.022298158597"
"Congo, Dem. Rep.","COD","2015","910.393131638657"
"Congo, Rep.","COG","2024","7026.36223281494"
"Congo, Rep.","COG","2023","6850.27770621099"
"Congo, Rep.","COG","2022","6647.4968173139"
"Congo, Rep.","COG","2021","6263.21161292636"
"Congo, Rep.","COG","2020","4770.96449758365"
"Congo, Rep.","COG","2019","5719.59977338291"
"Congo, Rep.","COG","2018","5593.19370578686"
"Congo, Rep.","COG","2017","4444.63900215824"
"Congo, Rep.","COG","2016","4016.04908525318"
"Congo, Rep.","COG","2015","4715.13431581624"
"Costa Rica","CRI","2024","31106.7643556729"
"Costa Rica","CRI","2023","28908.7688743191"
"Costa Rica","CRI","2022","26226.2754815949"
"Costa Rica","CRI","2021","23852.9253020002"
"Costa Rica","CRI","2020","22099.8678127394"
"Costa Rica","CRI","2019","23339.6091317787"
"Costa Rica","CRI","2018","21498.0350746836"
"Costa Rica","CRI","2017","20499.3442130778"
"Costa Rica","CRI","2016","19201.7453233396"
"Costa Rica","CRI","2015","17525.1404625145"
"Cote d'Ivoire","CIV","2024","7669.23195715687"
"Cote d'Ivoire","CIV","2023","7237.18170740909"
"Cote d'Ivoire","CIV","2022","6719.44381557637"
"Cote d'Ivoire","CIV","2021","6045.20480490879"
"Cote d'Ivoire","CIV","2020","5543.85096318939"
"Cote d'Ivoire","CIV","2019","5516.39055126829"
"Cote d'Ivoire","CIV","2018","4945.62520575915"
"Cote d'Ivoire","CIV","2017","4690.17801861096"
"Cote d'Ivoire","CIV","2016","4530.64849808487"
"Cote d'Ivoire","CIV","2015","4403.64296618998"
"Croatia","HRV","2024","49550.7921506017"
"Croatia","HRV","2023","47759.6982995339"
"Croatia","HRV","2022","42125.0726930931"
"Croatia","HRV","2021","36930.2841941405"
"Croatia","HRV","2020","31594.0111922141"
"Croatia","HRV","2019","33063.9101734438"
"Croatia","HRV","2018","29789.1305400916"
"Croatia","HRV","2017","27887.7588440919"
"Croatia","HRV","2016","25802.6823323622"
"Croatia","HRV","2015","23749.636747943"
"Curacao","CUW","2024","32693.2939764893"
"Curacao","CUW","2023","30651.5885510423"
"Curacao","CUW","2022","28640.6872336026"
"Curacao","CUW","2021","24905.7684453244"
"Curacao","CUW","2020","21722.0173651527"
"Curacao","CUW","2019","25396.9966189902"
"Curacao","CUW","2018","24623.0414302994"
"Curacao","CUW","2017","24321.7468068376"
"Curacao","CUW","2016","23649.591653431"
"Curacao","CUW","2015","24037.6485782735"
"Cyprus","CYP","2024","63006.61328125"
"Cyprus","CYP","2023","59874.5703125"
"Cyprus","CYP","2022","55876.17578125"
"Cyprus","CYP","2021","47632.76953125"
"Cyprus","CYP","2020","42569.0546875"
"Cyprus","CYP","2019","44393.9921875"
"Cyprus","CYP","2018","40262.30859375"
"Cyprus","CYP","2017","37768.1171875"
"Cyprus","CYP","2016","35246.90234375"
"Cyprus","CYP","2015","31380.19921875"
"Czechia","CZE","2024","57285.4237001379"
"Czechia","CZE","2023","55761.3798291375"
"Czechia","CZE","2022","52946.9660854462"
"Czechia","CZE","2021","47796.0337408466"
"Czechia","CZE","2020","44839.4822099455"
"Czechia","CZE","2019","45614.0171132532"
"Czechia","CZE","2018","41638.1831076596"
"Czechia","CZE","2017","39346.030564257"
"Czechia","CZE","2016","36445.0485732064"
"Czechia","CZE","2015","34093.0280593748"
"Denmark","DNK","2024","81878.2349849181"
"Denmark","DNK","2023","77892.2932609904"
"Denmark","DNK","2022","78913.6534913127"
"Denmark","DNK","2021","69715.1809680929"
"Denmark","DNK","2020","62682.2899474389"
"Denmark","DNK","2019","60594.966400191"
"Denmark","DNK","2018","57233.6231685618"
"Denmark","DNK","2017","55271.5976002659"
"Denmark","DNK","2016","51820.9521305491"
"Denmark","DNK","2015","48897.2099776611"
"Djibouti","DJI","2024","7810.27869066792"
"Djibouti","DJI","2023","7225.8387957249"
"Djibouti","DJI","2022","6621.33038220409"
"Djibouti","DJI","2021","5960.10807396825"
"Djibouti","DJI","2020","5527.00185229888"
"Djibouti","DJI","2019","5398.00036773984"
"Djibouti","DJI","2018","5083.11077030183"
"Djibouti","DJI","2017","4676.71336058903"
"Djibouti","DJI","2016","4431.56588556176"
"Djibouti","DJI","2015","4263.96288890455"
"Dominica","DMA","2024","21300.6848698089"
"Dominica","DMA","2023","20285.9821663707"
"Dominica","DMA","2022","18802.0819913205"
"Dominica","DMA","2021","15808.9743503945"
"Dominica","DMA","2020","14243.7623123898"
"Dominica","DMA","2019","16020.5944720217"
"Dominica","DMA","2018","15069.8972415303"
"Dominica","DMA","2017","12696.1956612622"
"Dominica","DMA","2016","12945.0029571643"
"Dominica","DMA","2015","12092.7315992676"
"Dominican Republic","DOM","2024","27541.6625283384"
"Dominican Republic","DOM","2023","25839.9356687607"
"Dominican Republic","DOM","2022","24625.8088564037"
"Dominican Republic","DOM","2021","22053.4589869955"
"Dominican Republic","DOM","2020","18998.3069667315"
"Dominican Republic","DOM","2019","19766.7628586981"
"Dominican Republic","DOM","2018","17994.8382742736"
"Dominican Republic","DOM","2017","16846.2072320323"
"Dominican Republic","DOM","2016","16282.1899127514"
"Dominican Republic","DOM","2015","14804.0974069659"
"Ecuador","ECU","2024","15840.2668567412"
"Ecuador","ECU","2023","15918.5162948773"
"Ecuador","ECU","2022","15198.0725554473"
"Ecuador","ECU","2021","13507.4445638375"
"Ecuador","ECU","2020","11526.8013009278"
"Ecuador","ECU","2019","12543.0148243925"
"Ecuador","ECU","2018","12186.8846084388"
"Ecuador","ECU","2017","11793.4797426944"
"Ecuador","ECU","2016","10881.4890706732"
"Ecuador","ECU","2015","10877.7507461388"
"Egypt, Arab Rep.","EGY","2024","19094.1449444111"
"Egypt, Arab Rep.","EGY","2023","18524.8392997937"
"Egypt, Arab Rep.","EGY","2022","17526.8017030166"
"Egypt, Arab Rep.","EGY","2021","15579.0160861551"
"Egypt, Arab Rep.","EGY","2020","15231.865417764"
"Egypt, Arab Rep.","EGY","2019","13363.732696323"
"Egypt, Arab Rep.","EGY","2018","12329.2446781436"
"Egypt, Arab Rep.","EGY","2017","11124.7351098149"
"Egypt, Arab Rep.","EGY","2016","10665.6676499685"
"Egypt, Arab Rep.","EGY","2015","10903.3368231185"
"El Salvador","SLV","2024","13264.027090968"
"El Salvador","SLV","2023","12679.5768752061"
"El Salvador","SLV","2022","11875.9648066233"
"El Salvador","SLV","2021","10809.713399518"
"El Salvador","SLV","2020","9392.68913817943"
"El Salvador","SLV","2019","9756.7521864595"
"El Salvador","SLV","2018","9203.76216310773"
"El Salvador","SLV","2017","8965.2189086345"
"El Salvador","SLV","2016","8455.61614773975"
"El Salvador","SLV","2015","7933.73697858999"
"Equatorial Guinea","GNQ","2024","17566.7600284073"
"Equatorial Guinea","GNQ","2023","17411.500234384"
"Equatorial Guinea","GNQ","2022","18139.989326627"
"Equatorial Guinea","GNQ","2021","16821.4486470413"
"Equatorial Guinea","GNQ","2020","13677.110587517"
"Equatorial Guinea","GNQ","2019","16451.3641478324"
"Equatorial Guinea","GNQ","2018","18413.1294204577"
"Equatorial Guinea","GNQ","2017","18434.7708571004"
"Equatorial Guinea","GNQ","2016","16649.4757672359"
"Equatorial Guinea","GNQ","2015","19478.7010123338"
"Estonia","EST","2024","49968.7108278373"
"Estonia","EST","2023","48637.1802208795"
"Estonia","EST","2022","48217.5523106028"
"Estonia","EST","2021","44251.5374983455"
"Estonia","EST","2020","40672.1340402132"
"Estonia","EST","2019","40586.3784378888"
"Estonia","EST","2018","37120.9879761677"
"Estonia","EST","2017","34506.6486942506"
"Estonia","EST","2016","31947.7769107437"
"Estonia","EST","2015","29712.6299473728"
"Eswatini","SWZ","2024","11799.2028793201"
"Eswatini","SWZ","2023","11299.8831236788"
"Eswatini","SWZ","2022","10635.3924156113"
"Eswatini","SWZ","2021","9990.43491951205"
"Eswatini","SWZ","2020","9329.30453360939"
"Eswatini","SWZ","2019","9248.32206714455"
"Eswatini","SWZ","2018","8535.25593160454"
"Eswatini","SWZ","2017","8584.31100767837"
"Eswatini","SWZ","2016","8484.12117278345"
"Eswatini","SWZ","2015","8391.07006084602"
"Ethiopia","ETH","2024","3287.53492158893"
"Ethiopia","ETH","2023","3060.9050300376"
"Ethiopia","ETH","2022","2844.92274535753"
"Ethiopia","ETH","2021","2588.41310215884"
"Ethiopia","ETH","2020","2406.78938478669"
"Ethiopia","ETH","2019","2242.44488310464"
"Ethiopia","ETH","2018","2095.3175782979"
"Ethiopia","ETH","2017","2004.74755633129"
"Ethiopia","ETH","2016","1857.54946515224"
"Ethiopia","ETH","2015","1632.61818006837"
"Faroe Islands","FRO","2024","81908.7781785018"
"Faroe Islands","FRO","2023","79694.929791758"
"Faroe Islands","FRO","2022","75265.6585388594"
"Faroe Islands","FRO","2021","68426.7943218898"
"Faroe Islands","FRO","2020","61650.8512256806"
"Faroe Islands","FRO","2019","62223.4430514345"
"Faroe Islands","FRO","2018","58933.1314753804"
"Faroe Islands","FRO","2017","56416.2319500574"
"Faroe Islands","FRO","2016","54318.3039321893"
"Faroe Islands","FRO","2015","53684.3671653463"
"Fiji","FJI","2024","15450.2993265388"
"Fiji","FJI","2023","14644.1773754361"
"Fiji","FJI","2022","12982.2914519919"
"Fiji","FJI","2021","10322.4279638854"
"Fiji","FJI","2020","10716.2914367663"
"Fiji","FJI","2019","12978.0990352704"
"Fiji","FJI","2018","12984.2072700863"
"Fiji","FJI","2017","12585.2777215161"
"Fiji","FJI","2016","11765.5379892236"
"Fiji","FJI","2015","11519.3012187324"
"Finland","FIN","2024","65378.3841859721"
"Finland","FIN","2023","63414.9936878177"
"Finland","FIN","2022","62133.1375219912"
"Finland","FIN","2021","56790.3766177692"
"Finland","FIN","2020","53296.5792798852"
"Finland","FIN","2019","52276.1115723992"
"Finland","FIN","2018","49248.6775395866"
"Finland","FIN","2017","47234.8528600939"
"Finland","FIN","2016","44562.4011072067"
"Finland","FIN","2015","42257.8593791297"
"France","FRA","2024","62556.91810454"
"France","FRA","2023","60838.9416716424"
"France","FRA","2022","57042.9449013772"
"France","FRA","2021","52517.3354905855"
"France","FRA","2020","49481.8044309655"
"France","FRA","2019","51130.4723140578"
"France","FRA","2018","46381.0590629457"
"France","FRA","2017","44469.1458856805"
"France","FRA","2016","42880.2351355431"
"France","FRA","2015","40905.1767750994"
"Gabon","GAB","2024","21510.1725307344"
"Gabon","GAB","2023","20755.665381766"
"Gabon","GAB","2022","19992.5570643468"
"Gabon","GAB","2021","18523.5798032193"
"Gabon","GAB","2020","14477.1308291744"
"Gabon","GAB","2019","15949.6373739622"
"Gabon","GAB","2018","15432.0430535353"
"Gabon","GAB","2017","14796.6286374171"
"Gabon","GAB","2016","13997.7352841911"
"Gabon","GAB","2015","14306.4340768252"
"Gambia, The","GMB","2024","3475.61245701341"
"Gambia, The","GMB","2023","3289.13283057107"
"Gambia, The","GMB","2022","3067.31040374628"
"Gambia, The","GMB","2021","2777.79620978324"
"Gambia, The","GMB","2020","2530.80414937307"
"Gambia, The","GMB","2019","2421.72318070615"
"Gambia, The","GMB","2018","2277.44236224191"
"Gambia, The","GMB","2017","2038.95429850128"
"Gambia, The","GMB","2016","2012.67648180251"
"Gambia, The","GMB","2015","1990.31625750973"
"Georgia","GEO","2024","28285.0732802982"
"Georgia","GEO","2023","25071.9677264107"
"Georgia","GEO","2022","22461.3326414547"
"Georgia","GEO","2021","18915.6534005263"
"Georgia","GEO","2020","16791.2598654465"
"Georgia","GEO","2019","16770.1333771469"
